Count (Patents),Profile,Country,Patent Number,Licensor,Est. Exp. Date
16008,Main/Main10,US,US9462277,SK Telecom,20301001.0
16009,Main/Main10,US,US9462278,SK Telecom,20301001.0
16010,Main/Main10,US,US9462279,SK Telecom,20301217.0
16011,Main/Main10,US,US9462282,Sun Patent,20341029.0
16012,Main/Main10,US,US9462288,Samsung,20320627.0
16013,Main/Main10,US,US9462290,DLLC,20340709.0
16014,Main/Main10,US,US9462291,Toshiba,20331108.0
16015,Main/Main10,US,US9462292,SK Telecom,20321128.0
16016,Main/Main10,US,US9467705,IDEAHUB,20320413.0
16017,Main/Main10,US,US9467711,Samsung,20300813.0
16018,Main/Main10,US,US9473169,GEVC,20320112.0
16019,Main/Main10,US,US9473170,GEVC,20330820.0
16020,Main/Main10,US,US9473772,DIAB,20280608.0
16021,Main/Main10,US,US9473773,SK Telecom,20310930.0
16022,Main/Main10,US,US9473776,Samsung,20320627.0
16023,Main/Main10,US,US9473790,SK Telecom,20310412.0
16024,Main/Main10,US,US9473791,DLLC,20210711.0
16025,Main/Main10,US,US9479777,Sun Patent,20340508.0
16026,Main/Main10,US,US9479783,Samsung,20320627.0
16027,Main/Main10,US,US9479784,Samsung,20320605.0
16028,Main/Main10,US,US9479791,SK Telecom,20310525.0
16029,Main/Main10,US,US9479793,SK Telecom,20301108.0
16030,Main/Main10,US,US9485504,Huawei,20331220.0
16031,Main/Main10,US,US9485510,Samsung,20320627.0
16032,Main/Main10,US,US9485512,"KBS, KAIST",20301012.0
16033,Main/Main10,US,US9485518,Sun Patent,20321007.0
16034,Main/Main10,US,US9485521,LGE,20330615.0
16035,Main/Main10,US,US9489749,Sun Patent,20320221.0
16036,Main/Main10,US,US9491467,SK Telecom,20290924.0
16037,Main/Main10,US,US9491474,Samsung,20300812.0
16038,Main/Main10,US,US9491483,SK Telecom,20310412.0
16039,Main/Main10,US,US9491484,Samsung,20310119.0
16040,Main/Main10,US,US9497455,Huawei,20330723.0
16041,Main/Main10,US,US9497460,Sun Patent,20310725.0
16042,Main/Main10,US,US9497461,SK Telecom,20310930.0
16043,Main/Main10,US,US9497465,"ETRI, UICGKHU",20330906.0
16044,Main/Main10,US,US9497470,Sun Patent,20320626.0
16045,Main/Main10,US,US9497471,DLLC,20210712.0
16046,Main/Main10,US,US9497477,KTCORP,20321101.0
16047,Main/Main10,US,US9497480,Docomo,20310714.0
16048,Main/Main10,US,US9503721,SK Telecom,20331019.0
16049,Main/Main10,US,US9503727,Samsung,20320627.0
16050,Main/Main10,US,US9503729,Huawei,20320820.0
16051,Main/Main10,US,US9503735,Mitsubishi,20260922.0
16052,Main/Main10,US,US9503752,Samsung,20321031.0
16053,Main/Main10,US,US9509989,HFI,20330401.0
16054,Main/Main10,US,US9510011,NEC,20310708.0
16055,Main/Main10,US,US9510012,HFI,20311013.0
16056,Main/Main10,US,US9516314,JVCKENWOOD,20330607.0
16057,Main/Main10,US,US9516318,JVCKENWOOD,20320304.0
16058,Main/Main10,US,US9516323,IntDiscovery,20320305.0
16059,Main/Main10,US,US9516334,"ETRI, UICGKHU",20330921.0
16060,Main/Main10,US,US9516343,Huawei,20311107.0
16061,Main/Main10,US,US9516350,Samsung,20330702.0
16062,Main/Main10,US,US9521406,SK Telecom,20321123.0
16063,Main/Main10,US,US9521421,Samsung,20300813.0
16064,Main/Main10,US,US9521422,Toshiba,20330428.0
16065,Main/Main10,US,US9521426,LGE,20320209.0
16066,Main/Main10,US,US9521430,Samsung,20321031.0
16067,Main/Main10,US,US9525879,HFI,20320119.0
16068,Main/Main10,US,US9525882,Samsung,20321221.0
16069,Main/Main10,US,US9525884,HFI,20331204.0
16070,Main/Main10,US,US9525889,Samsung,20330215.0
16071,Main/Main10,US,US9525891,Samsung,20330702.0
16072,Main/Main10,US,US9532042,DLLC,20330823.0
16073,Main/Main10,US,US9532065,SK Telecom,20310512.0
16074,Main/Main10,US,US9532072,Samsung,20321031.0
16075,Main/Main10,US,US9532073,NEC,20310708.0
16076,Main/Main10,US,US9538181,Toshiba,20301001.0
16077,Main/Main10,US,US9538184,Samsung,20320914.0
16078,Main/Main10,US,US9538186,Huawei,20320119.0
16079,Main/Main10,US,US9538187,Samsung,20320914.0
16080,Main/Main10,US,US9538188,Samsung,20320914.0
16081,Main/Main10,US,US9538192,Samsung,20330130.0
16082,Main/Main10,US,US9538194,Samsung,20321221.0
16083,Main/Main10,US,US9538196,Panasonic,20230428.0
16084,Main/Main10,US,US9544589,LGE,20230106.0
16085,Main/Main10,US,US9544590,LGE,20230106.0
16086,Main/Main10,US,US9544591,LGE,20230106.0
16087,Main/Main10,US,US9544595,"ETRI, KAIST",20320410.0
16088,Main/Main10,US,US9544600,Samsung,20320914.0
16089,Main/Main10,US,US9544603,Samsung,20330130.0
16090,Main/Main10,US,US9544604,Samsung,20330130.0
16091,Main/Main10,US,US9544605,DIAB,20301001.0
16092,Main/Main10,US,US9544606,Samsung,20321221.0
16093,Main/Main10,US,US9547886,Samsung,20310405.0
16094,Main/Main10,US,US9549177,Google,20340401.0
16095,Main/Main10,US,US9549181,Huawei,20331019.0
16096,Main/Main10,US,US9549185,Samsung,20330130.0
16097,Main/Main10,US,US9549186,Docomo,20300316.0
16098,Main/Main10,US,US9549190,SK Telecom,20301001.0
16099,Main/Main10,US,US9549201,DLLC,20210711.0
16100,Main/Main10,US,US9549202,Samsung,20320702.0
16101,Main/Main10,US,US9549204,ETRI,20311222.0
16102,Main/Main10,US,US9554128,HFI,20330530.0
16103,Main/Main10,US,US9554130,DLLC,20331112.0
16104,Main/Main10,US,US9554136,LGE,20330527.0
16105,Main/Main10,US,US9554139,SK Telecom,20320802.0
16106,Main/Main10,US,US9554140,KTCORP,20321101.0
16107,Main/Main10,US,US9554144,KTCORP,20320905.0
16108,Main/Main10,US,US9554147,Sun Patent,20320906.0
16109,Main/Main10,US,US9554155,Samsung,20330415.0
16110,Main/Main10,US,US9560347,HFI,20330315.0
16111,Main/Main10,US,US9560354,LGE,20230106.0
16112,Main/Main10,US,US9560355,Sun Patent,20321029.0
16113,Main/Main10,US,US9560360,Huawei,20320119.0
16114,Main/Main10,US,US9560369,LGE,20340603.0
16115,Main/Main10,US,US9560370,Samsung,20321123.0
16116,Main/Main10,US,US9560374,LGE,20310902.0
16117,Main/Main10,US,US9560379,SK Telecom,20310412.0
16118,Main/Main10,US,US9560380,DIAB,20320223.0
16119,Main/Main10,US,US9560384,KTCORP,20321016.0
16120,Main/Main10,US,US9560385,KTCORP,20321016.0
16121,Main/Main10,US,US9565432,LGE,20330905.0
16122,Main/Main10,US,US9565438,Samsung,20310413.0
16123,Main/Main10,US,US9565442,KTCORP,20321107.0
16124,Main/Main10,US,US9565447,Samsung,20310119.0
16125,Main/Main10,US,US9565453,LGE,20320907.0
16126,Main/Main10,US,US9565455,Samsung,20340127.0
16127,Main/Main10,US,US9571829,Huawei,20311021.0
16128,Main/Main10,US,US9571831,Docomo,20261018.0
16129,Main/Main10,US,US9571834,LGE,20330804.0
16130,Main/Main10,US,US9571836,Huawei,20330722.0
16131,Main/Main10,US,US9571841,ETRI,20330830.0
16132,Main/Main10,US,US9571842,Samsung,20320702.0
16133,Main/Main10,US,US9571845,Samsung,20330928.0
16134,Main/Main10,US,US9571852,SK Telecom,20321128.0
16135,Main/Main10,US,US9571855,DLLC,20210711.0
16136,Main/Main10,US,US9577667,Docomo,20241110.0
16137,Main/Main10,US,US9578330,SK Telecom,20340113.0
16138,Main/Main10,US,US9578332,Samsung,20320914.0
16139,Main/Main10,US,US9578338,KTCORP,20321101.0
16140,Main/Main10,US,US9578341,DLLC,20210712.0
16141,Main/Main10,US,US9578346,Sun Patent,20340308.0
16142,Main/Main10,US,US9578348,KTCORP,20320905.0
16143,Main/Main10,US,US9584810,SK Telecom,20300903.0
16144,Main/Main10,US,US9584813,DIAB,20301001.0
16145,Main/Main10,US,US9584815,KTCORP,20320513.0
16146,Main/Main10,US,US9584816,DLLC,20240414.0
16147,Main/Main10,US,US9584820,Huawei,20330624.0
16148,Main/Main10,US,US9591306,Sun Patent,20321031.0
16149,Main/Main10,US,US9591308,Mitsubishi,20261008.0
16150,Main/Main10,US,US9591310,Samsung,20320702.0
16151,Main/Main10,US,US9591311,Sun Patent,20320626.0
16152,Main/Main10,US,US9591327,ETRI,20320620.0
16153,Main/Main10,US,US9591333,Samsung,20330702.0
16154,Main/Main10,US,US9591335,GEVC,20310408.0
16155,Main/Main10,US,US9596466,"ETRI, UICGKHU",20330918.0
16156,Main/Main10,US,US9596469,GEVC,20330611.0
16157,Main/Main10,US,US9596472,Samsung,20320702.0
16158,Main/Main10,US,US9596473,Samsung,20320702.0
16159,Main/Main10,US,US9596474,Samsung,20320702.0
16160,Main/Main10,US,US9596475,GEVC,20320618.0
16161,Main/Main10,US,US9596488,GEVC,20310408.0
16162,Main/Main10,US,US9602816,Huawei,20340206.0
16163,Main/Main10,US,US9602832,ETRI,20301222.0
16164,Main/Main10,US,US9602834,SK Telecom,20311006.0
16165,Main/Main10,US,US9602843,LGE,20340206.0
16166,Main/Main10,US,US9602844,Panasonic,20220813.0
16167,Main/Main10,US,US9602845,Samsung,20310405.0
16168,Main/Main10,US,US9609320,Sun Patent,20330129.0
16169,Main/Main10,US,US9609326,Mitsubishi,20320106.0
16170,Main/Main10,US,US9609334,SK Telecom,20301001.0
16171,Main/Main10,US,US9609335,SK Telecom,20301001.0
16172,Main/Main10,US,US9609344,DIAB,20321106.0
16173,Main/Main10,US,US9609356,Sun Patent,20320529.0
16174,Main/Main10,US,US9615088,Docomo,20330914.0
16175,Main/Main10,US,US9615093,HFI,20310425.0
16176,Main/Main10,US,US9615107,Sun Patent,20321105.0
16177,Main/Main10,US,US9615109,JVCKENWOOD,20330621.0
16178,Main/Main10,US,US9615110,IBEX,20320316.0
16179,Main/Main10,US,US9621888,LGE,20330728.0
16180,Main/Main10,US,US9621895,SK Telecom,20301006.0
16181,Main/Main10,US,US9621903,"ETRI, UICGKHU",20321108.0
16182,Main/Main10,US,US9621909,LGE,20330706.0
16183,Main/Main10,US,US9621910,"ETRI, UICGKHU",20321108.0
16184,Main/Main10,US,US9621911,LGE,20311122.0
16185,Main/Main10,US,US9621912,ETRI,20330118.0
16186,Main/Main10,US,US9621913,ETRI,20330118.0
16187,Main/Main10,US,US9621914,Toshiba,20320627.0
16188,Main/Main10,US,US9621923,Docomo,20330720.0
16189,Main/Main10,US,US9628797,Mitsubishi,20320106.0
16190,Main/Main10,US,US9628799,"ETRI, UICGKHU",20330625.0
16191,Main/Main10,US,US9628809,Samsung,20310622.0
16192,Main/Main10,US,US9628812,Samsung,20310619.0
16193,Main/Main10,US,US9628813,Docomo,20240507.0
16194,Main/Main10,US,US9628814,SK Telecom,20320315.0
16195,Main/Main10,US,US9628815,SK Telecom,20291007.0
16196,Main/Main10,US,US9628818,DIAB,20320223.0
16197,Main/Main10,US,US9628826,DIAB,20321106.0
16198,Main/Main10,US,US9628827,GEVC,20320618.0
16199,Main/Main10,US,US9635361,Sun Patent,20320622.0
16200,Main/Main10,US,US9635363,"ETRI, UICGKHU",20330625.0
16201,Main/Main10,US,US9635368,LGE,20300607.0
16202,Main/Main10,US,US9635375,Samsung,20310629.0
16203,Main/Main10,US,US9635379,ETRI,20330118.0
16204,Main/Main10,US,US9635380,ETRI,20330118.0
16205,Main/Main10,US,US9635381,JVCKENWOOD,20320529.0
16206,Main/Main10,US,US9635386,LGE,20330201.0
16207,Main/Main10,US,US9641835,Google,20340830.0
16208,Main/Main10,US,US9641837,HFI,20331103.0
16209,Main/Main10,US,US9641845,"ETRI, UICGKHU",20330625.0
16210,Main/Main10,US,US9641849,IDEAHUB,20301223.0
16211,Main/Main10,US,US9641855,Samsung,20310710.0
16212,Main/Main10,US,US9641859,Sun Patent,20320209.0
16213,Main/Main10,US,US9641863,HFI,20310704.0
16214,Main/Main10,US,US9647683,GEVC,20320112.0
16215,Main/Main10,US,US9648323,Sun Patent,20330129.0
16216,Main/Main10,US,US9648327,ETRI,20311221.0
16217,Main/Main10,US,US9648328,Sun Patent,20320807.0
16218,Main/Main10,US,US9648331,KTCORP,20321107.0
16219,Main/Main10,US,US9648349,Samsung,20310817.0
16220,Main/Main10,US,US9654771,Sun Patent,20330527.0
16221,Main/Main10,US,US9654773,Mitsubishi,20320605.0
16222,Main/Main10,US,US9654783,DIAB,20320620.0
16223,Main/Main10,US,US9654795,Samsung,20310715.0
16224,Main/Main10,US,US9654796,Samsung,20310715.0
16225,Main/Main10,US,US9654798,SK Telecom,20291110.0
16226,Main/Main10,US,US9654799,Samsung,20310817.0
16227,Main/Main10,US,US9654800,Samsung,20310817.0
16228,Main/Main10,US,US9654805,DIAB,20321106.0
16229,Main/Main10,US,US9661324,LGE,20311123.0
16230,Main/Main10,US,US9661332,LGE,20311208.0
16231,Main/Main10,US,US9661335,DIAB,20320620.0
16232,Main/Main10,US,US9661342,JVCKENWOOD,20321212.0
16233,Main/Main10,US,US9661343,JVCKENWOOD,20320927.0
16234,Main/Main10,US,US9661344,Samsung,20310715.0
16235,Main/Main10,US,US9661345,ETRI,20310411.0
16236,Main/Main10,US,US9661346,KTCORP,20321016.0
16237,Main/Main10,US,US9661347,Samsung,20310817.0
16238,Main/Main10,US,US9661352,KTCORP,20321016.0
16239,Main/Main10,US,US9661354,KTCORP,20321016.0
16240,Main/Main10,US,US9667957,DLLC,20210302.0
16241,Main/Main10,US,US9667966,JVCKENWOOD,20330411.0
16242,Main/Main10,US,US9667973,JVCKENWOOD,20320304.0
16243,Main/Main10,US,US9667977,JVCKENWOOD,20330625.0
16244,Main/Main10,US,US9667978,Sun Patent,20320224.0
16245,Main/Main10,US,US9667984,DIAB,20340522.0
16246,Main/Main10,US,US9667986,JVCKENWOOD,20330603.0
16247,Main/Main10,US,US9667989,JVCKENWOOD,20330603.0
16248,Main/Main10,US,US9667993,DLLC,20290804.0
16249,Main/Main10,US,US9667998,Docomo,20320910.0
16250,Main/Main10,US,US9668000,Samsung,20300812.0
16251,Main/Main10,US,US9672633,Toshiba,20311108.0
16252,Main/Main10,US,US9674520,SK Telecom,20331014.0
16253,Main/Main10,US,US9674524,Huawei,20340627.0
16254,Main/Main10,US,US9674529,Huawei,20331119.0
16255,Main/Main10,US,US9674545,JVCKENWOOD,20330906.0
16256,Main/Main10,US,US9674549,JVCKENWOOD,20331013.0
16257,Main/Main10,US,US9674551,SK Telecom,20290901.0
16258,Main/Main10,US,US9674553,Samsung,20310817.0
16259,Main/Main10,US,US9681134,JVCKENWOOD,20330715.0
16260,Main/Main10,US,US9681138,Toshiba,20311211.0
16261,Main/Main10,US,US9681143,DIAB,20280328.0
16262,Main/Main10,US,US9681144,DIAB,20280328.0
16263,Main/Main10,US,US9681148,Sun Patent,20320906.0
16264,Main/Main10,US,US9681149,JVCKENWOOD,20320626.0
16265,Main/Main10,US,US9681153,Docomo,20320910.0
16266,Main/Main10,US,US9686549,SK Telecom,20311005.0
16267,Main/Main10,US,US9686550,JVCKENWOOD,20330117.0
16268,Main/Main10,US,US9686555,SK Telecom,20320703.0
16269,Main/Main10,US,US9686562,SK Telecom,20311206.0
16270,Main/Main10,US,US9686563,Docomo,20230910.0
16271,Main/Main10,US,US9686564,JVCKENWOOD,20320626.0
16272,Main/Main10,US,US9686566,JVCKENWOOD,20330910.0
16273,Main/Main10,US,US9686568,GEVC,20320618.0
16274,Main/Main10,US,US9693052,Docomo,20340506.0
16275,Main/Main10,US,US9693061,Samsung,20330130.0
16276,Main/Main10,US,US9693073,Sun Patent,20320209.0
16277,Main/Main10,US,US9693075,JVCKENWOOD,20320626.0
16278,Main/Main10,US,US9698818,GEVC,20320112.0
16279,Main/Main10,US,US9699449,ETRI,20330906.0
16280,Main/Main10,US,US9699467,GEVC,20310411.0
16281,Main/Main10,US,US9699471,Samsung,20321123.0
16282,Main/Main10,US,US9699473,LGE,20310408.0
16283,Main/Main10,US,US9706208,JVCKENWOOD,20320625.0
16284,Main/Main10,US,US9706211,JVCKENWOOD,20330411.0
16285,Main/Main10,US,US9706222,SK Telecom,20311006.0
16286,Main/Main10,US,US9706226,Toshiba,20300715.0
16287,Main/Main10,US,US9712823,Samsung,20310413.0
16288,Main/Main10,US,US9712826,NEC,20320105.0
16289,Main/Main10,US,US9712840,Sun Patent,20320921.0
16290,Main/Main10,US,US9712844,GEVC,20340329.0
16291,Main/Main10,US,US9716890,"ETRI, UICGKHU",20321108.0
16292,Main/Main10,US,US9716891,Huawei,20270316.0
16293,Main/Main10,US,US9716895,Canon,20320227.0
16294,Main/Main10,US,US9716898,LGE,20320209.0
16295,Main/Main10,US,US9723311,"ETRI, UICGKHU",20330625.0
16296,Main/Main10,US,US9723313,Huawei,20340108.0
16297,Main/Main10,US,US9723316,Mitsubishi,20340918.0
16298,Main/Main10,US,US9723322,Sun Patent,20320524.0
16299,Main/Main10,US,US9723324,Panasonic,20230416.0
16300,Main/Main10,US,US9729879,HFI,20341012.0
16301,Main/Main10,US,US9729881,SK Telecom,20310503.0
16302,Main/Main10,US,US9729883,GEVC,20320618.0
16303,Main/Main10,US,US9729884,LGE,20340822.0
16304,Main/Main10,US,US9729890,HFI,20340114.0
16305,Main/Main10,US,US9729891,GEVC,20320716.0
16306,Main/Main10,US,US9729893,KTCORP,20321101.0
16307,Main/Main10,US,US9729895,JVCKENWOOD,20320529.0
16308,Main/Main10,US,US9736475,SK Telecom,20291018.0
16309,Main/Main10,US,US9736478,Mitsubishi,20320106.0
16310,Main/Main10,US,US9736480,KTCORP,20320731.0
16311,Main/Main10,US,US9736482,LGE,20331103.0
16312,Main/Main10,US,US9736484,"ETRI, KUIACF",20270323.0
16313,Main/Main10,US,US9736491,JVCKENWOOD,20320529.0
16314,Main/Main10,US,US9736494,Docomo,20330629.0
16315,Main/Main10,US,US9736495,Canon,20330606.0
16316,Main/Main10,US,US9743080,Huawei,20320820.0
16317,Main/Main10,US,US9743082,DLLC,20320121.0
16318,Main/Main10,US,US9743083,LGE,20311216.0
16319,Main/Main10,US,US9743085,SK Telecom,20310418.0
16320,Main/Main10,US,US9743089,JVCKENWOOD,20321212.0
16321,Main/Main10,US,US9743090,GEVC,20320618.0
16322,Main/Main10,US,US9743101,JVCKENWOOD,20330325.0
16323,Main/Main10,US,US9743102,Samsung,20310119.0
16324,Main/Main10,US,US9743104,JVCKENWOOD,20321213.0
16325,Main/Main10,US,US9743109,Samsung,20310202.0
16326,Main/Main10,US,US9743111,DIAB,20330411.0
16327,Main/Main10,US,US9743113,Docomo,20320910.0
16328,Main/Main10,US,US9749630,Sun Patent,20330419.0
16329,Main/Main10,US,US9749632,IntDiscovery,20320305.0
16330,Main/Main10,US,US9749634,NEC,20320614.0
16331,Main/Main10,US,US9749635,HFI,20321214.0
16332,Main/Main10,US,US9749639,KTCORP,20320513.0
16333,Main/Main10,US,US9749640,KTCORP,20320513.0
16334,Main/Main10,US,US9749643,SK Telecom,20311001.0
16335,Main/Main10,US,US9749652,LGE,20291006.0
16336,Main/Main10,US,US9749653,SK Telecom,20300831.0
16337,Main/Main10,US,US9749656,DIAB,20330411.0
16338,Main/Main10,US,US9749660,Philips,20300824.0
16339,Main/Main10,US,US9756329,Huawei,20340205.0
16340,Main/Main10,US,US9756341,KTCORP,20320513.0
16341,Main/Main10,US,US9756358,LGE,20290612.0
16342,Main/Main10,US,US9762866,LGE,20320519.0
16343,Main/Main10,US,US9762913,GEVC,20320618.0
16344,Main/Main10,US,US9762917,Huawei,20270316.0
16345,Main/Main10,US,US9762918,HFI,20331210.0
16346,Main/Main10,US,US9762924,Samsung,20320702.0
16347,Main/Main10,US,US9768804,GEVC,20320618.0
16348,Main/Main10,US,US9769474,Huawei,20340513.0
16349,Main/Main10,US,US9769482,Huawei,20280912.0
16350,Main/Main10,US,US9769484,Canon,20330702.0
16351,Main/Main10,US,US9769487,LGE,20330702.0
16352,Main/Main10,US,US9769497,Huawei,20340119.0
16353,Main/Main10,US,US9774863,Huawei,20311107.0
16354,Main/Main10,US,US9774886,Canon,20330626.0
16355,Main/Main10,US,US9781414,HFI,20320619.0
16356,Main/Main10,US,US9781423,Samsung,20320113.0
16357,Main/Main10,US,US9781437,Sun Patent,20330905.0
16358,Main/Main10,US,US9781443,SK Telecom,20300831.0
16359,Main/Main10,US,US9781444,JVCKENWOOD,20320304.0
16360,Main/Main10,US,US9781445,SK Telecom,20300613.0
16361,Main/Main10,US,US9781448,ETRI,20310825.0
16362,Main/Main10,US,US9781481,SK Telecom,20320120.0
16363,Main/Main10,US,US9787983,Samsung,20310114.0
16364,Main/Main10,US,US9787988,SK Telecom,20310512.0
16365,Main/Main10,US,US9787992,Samsung,20340531.0
16366,Main/Main10,US,US9787996,SK Telecom,20311001.0
16367,Main/Main10,US,US9787997,SK Telecom,20311120.0
16368,Main/Main10,US,US9788005,Docomo,20320925.0
16369,Main/Main10,US,US9788009,GEVC,20311104.0
16370,Main/Main10,US,US9788012,DLLC,20210711.0
16371,Main/Main10,US,US9788013,Samsung,20310928.0
16372,Main/Main10,US,US9788016,IBEX,20320316.0
16373,Main/Main10,US,US9788019,HFI,20331121.0
16374,Main/Main10,US,US9794564,DLLC,20250511.0
16375,Main/Main10,US,US9794570,DIAB,20301001.0
16376,Main/Main10,US,US9794571,Sun Patent,20320628.0
16377,Main/Main10,US,US9794573,DLLC,20311223.0
16378,Main/Main10,US,US9794576,JVCKENWOOD,20320613.0
16379,Main/Main10,US,US9794577,Samsung,20310405.0
16380,Main/Main10,US,US9794578,Sun Patent,20330107.0
16381,Main/Main10,US,US9794582,LGE,20331020.0
16382,Main/Main10,US,US9794587,Toshiba,20301202.0
16383,Main/Main10,US,US9794590,SK Telecom,20300627.0
16384,Main/Main10,US,US9794592,Docomo,20310714.0
16385,Main/Main10,US,US9794594,LGE,20340109.0
16386,Main/Main10,US,US9794596,Canon,20321107.0
16387,Main/Main10,US,US9800873,JVCKENWOOD,20320625.0
16388,Main/Main10,US,US9800877,Samsung,20331019.0
16389,Main/Main10,US,US9800878,Samsung,20331019.0
16390,Main/Main10,US,US9800887,IBEX,20320120.0
16391,Main/Main10,US,US9800888,LGE,20311122.0
16392,Main/Main10,US,US9800890,JVCKENWOOD,20320304.0
16393,Main/Main10,US,US9800892,LGE,20310408.0
16394,Main/Main10,US,US9800894,LGE,20320306.0
16395,Main/Main10,US,US9800900,Sun Patent,20330808.0
16396,Main/Main10,US,US9806738,GEVC,20320112.0
16397,Main/Main10,US,US9807392,Samsung,20330611.0
16398,Main/Main10,US,US9807393,Samsung,20330611.0
16399,Main/Main10,US,US9807395,DIAB,20310401.0
16400,Main/Main10,US,US9807404,Samsung,20331019.0
16401,Main/Main10,US,US9807405,Samsung,20331019.0
16402,Main/Main10,US,US9807412,ETRI,20341030.0
16403,Main/Main10,US,US9807413,JVCKENWOOD,20320529.0
16404,Main/Main10,US,US9807415,HFI,20310919.0
16405,Main/Main10,US,US9807425,SK Telecom,20300903.0
16406,Main/Main10,US,US9807427,GEVC,20310413.0
16407,Main/Main10,US,US9813702,"LGE, KAIST",20281016.0
16408,Main/Main10,US,US9813710,SK Telecom,20310806.0
16409,Main/Main10,US,US9813717,Sun Patent,20320626.0
16410,Main/Main10,US,US9813726,HFI,20311013.0
16411,Main/Main10,US,US9813727,Samsung,20320628.0
16412,Main/Main10,US,US9813733,Huawei,20321102.0
16413,Main/Main10,US,US9819942,"ETRI, KUIACF",20270323.0
16414,Main/Main10,US,US9819961,Sun Patent,20320529.0
16415,Main/Main10,US,US9819963,DLLC,20330803.0
16416,Main/Main10,US,US9826228,Docomo,20230929.0
16417,Main/Main10,US,US9826235,Samsung,20330611.0
16418,Main/Main10,US,US9826241,Canon,20330401.0
16419,Main/Main10,US,US9826247,Toshiba,20311017.0
16420,Main/Main10,US,US9826251,KTCORP,20321016.0
16421,Main/Main10,US,US9826253,Samsung,20340430.0
16422,Main/Main10,US,US9826254,Samsung,20340430.0
