,,"This is the list of HEVC Standard Essential Patents included in the HEVC Advance Patent Portfolio License as of January 2022. The evaluation of patents by the independent Patent Evaluator is ongoing, and this list will be updated as new patents are determined to be HEVC Standard Essential Patents. This list identifies the number of claims of each patent evaluated to be an HEVC Standard Essential Patent. Each listed patent may include additional essential claims that have not yet been evaluated. The sections of the HEVC/H.265 standard are identified by way of example only. Other sections of the standard may also be relevant to each corresponding patent.",,,,,,,
Count (Claims),Count (Patents),Profile,Country,Patent Number,Claim Number,Category,Licensor,Est. Exp. Date,"Representative HEVC/H.265 Sections (Version 2, unless otherwise specified)"
20496,16290,Main/Main10,US,US9712844,1,Decoder,GEVC,20340329,"7.2, 7.3.8.11, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.3.10, 9.3.4.2.5"
20497,16291,Main/Main10,US,US9716890,1,Decoder,"ETRI, UICGKHU",20321108,"3.41, 3.44, 7.3.2.3, 7.3.2.3.1, 7.3.8.6, 7.4.3.3, 7.4.3.3.1, 7.4.9.6, 8.1, 8.1.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3, 8.5.3.3.1"
20498,16292,Main/Main10,US,US9716891,1,Encoder,Huawei,20270316,"7.3.4, 7.4.5, 8.6.3, A.1"
20499,16292,Main/Main10,US,US9716891,5,Decoder,Huawei,20270316,"7.3.4, 7.4.5, 8.6.3, A.1"
20500,16293,Main/Main10,US,US9716895,3,Decoder,Canon,20320227,"7.3.8.4, 7.4.9.10, 8.6.1"
20501,16294,Main/Main10,US,US9716898,1,Decoder,LGE,20320209,"8.1.1, 8.5.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3.1, 8.5.3.3.3.1, 8.6.7"
20502,16295,Main/Main10,US,US9723311,1,Decoder,"ETRI, UICGKHU",20330625,"3.41, 3.44, 3.167, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.8, 7.4.9.11, 8.1, 8.1.1, 8.4.2, 8.4.4, 8.4.4.1, 8.6.2, 8.6.4, 8.6.4.1, 8.6.4.2, 8.6.7"
20503,16296,Main/Main10,US,US9723313,9,Decoder,Huawei,20340108,"8.6.4.1, 8.6.4.2"
20504,16297,Main/Main10,US,US9723316,1,Decoder,Mitsubishi,20340918,"6.3.2, 6.3.3, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6"
20505,16297,Main/Main10,US,US9723316,2,Encoder,Mitsubishi,20340918,"6.3.2, 6.3.3, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6"
20506,16297,Main/Main10,US,US9723316,5,Bitstream,Mitsubishi,20340918,"6.3.2, 6.3.3, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6"
20507,16298,Main/Main10,US,US9723322,1,Decoder,Sun Patent,20320524,"3.12, 3.25, 3.39, 3.44, 7.3.8.6, 8.5.3.2.6, 8.5.3.2.7"
20508,16299,Main/Main10,US,US9723324,1,Encoder,Panasonic,20230416,"5.2.2.2, 7.4.7.1, 8.3.5, 8.5.1, 8.5.3.1, 8.5.3.3, 8.5.3.2.1, 8.5.3.2.8, 8.5.3.2.9"
20509,16300,Main/Main10,US,US9729879,1,Decoder,HFI,20341012,"8.7.2.1, 8.7.2.4, 8.7.2.5.3, 8.7.2.5.4"
20510,16300,Main/Main10,US,US9729879,3,Encoder,HFI,20341012,"8.7.2.1, 8.7.2.4, 8.7.2.5.3, 8.7.2.5.4"
20511,16301,Main/Main10,US,US9729881,1,Decoder,SK Telecom,20310503,"3.41, 3.44, 7.3.2.3, 7.3.2.3.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.4.3.3, 7.4.3.3.1, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.6, 7.4.9.10, 8.1, 8.1.1, 8.5.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.4, 8.5.4.1, 8.6.1, 8.6.2, 8.6.3, 8.6.7"
20512,16302,Main/Main10,US,US9729883,1,Decoder,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.1, 9.3.3, 9.3.4"
20513,16302,Main/Main10,US,US9729883,15,Encoder,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.1, 9.3.3, 9.3.4"
20514,16302,Main/Main10,US,US9729883,28,Bitstream,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.1, 9.3.3, 9.3.4"
20515,16303,Main/Main10,US,US9729884,1,Decoder,LGE,20340822,"7.2, 7.4.9.8, 9.3.1, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1, 9.4.3.1"
20516,16304,Main/Main10,US,US9729890,1,Decoder,HFI,20340114,"7.4.5, 7.4.9.11, 9.3.4.2.1, 9.3.4.2.5"
20517,16304,Main/Main10,US,US9729890,11,Encoder,HFI,20340114,"7.4.5, 7.4.9.11, 9.3.4.2.1, 9.3.4.2.5"
20518,16305,Main/Main10,US,US9729891,1,Decoder,GEVC,20320716,"6.3.3, 7.4.3.3.1, 9.3.3.1, 9.3.4.1, 9.3.4.3.1, 9.3.4.3.4"
20519,16305,Main/Main10,US,US9729891,20,Encoder,GEVC,20320716,"6.3.3, 7.4.3.3.1, 9.3.3.1, 9.3.4.1, 9.3.4.3.1, 9.3.4.3.4"
20520,16305,Main/Main10,US,US9729891,28,Bitstream,GEVC,20320716,"6.3.3, 7.4.3.3.1, 9.3.3.1, 9.3.4.1, 9.3.4.3.1, 9.3.4.3.4"
20521,16306,Main/Main10,US,US9729893,1,Decoder,KTCORP,20321101,"3.41, 3.44, 3.104, 7.3.8.6, 7.4.9.6, 8.1, 8.1.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2, 8.5.3.3.3, 8.5.3.3.3.1, 8.5.3.3.3.2, Fig. 8-4, Table 8-8"
20522,16307,Main/Main10,US,US9729895,1,Decoder,JVCKENWOOD,20320529,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, Fig. 8-3"
20523,16308,Main/Main10,US,US9736475,5,Encoder,SK Telecom,20291018,"3.12, 3.41, 3.44, 3.50, 3.51, 7.2, 7.3.6.1, 7.3.6.3, 7.3.8.5, 7.3.8.11, 7.4.7.3, 7.4.9.5, 7.4.9.11, 8.1, 8.1.1, 8.5.3.3.3, 8.5.3.3.3.1, 8.5.3.3.3.2, 8.5.3.3.4, 8.5.3.3.4.1, 8.5.3.3.4.3, 8.6.2, 8.6.3, Fig. 8-4"
20524,16309,Main/Main10,US,US9736478,1,Encoder,Mitsubishi,20320106,"6.3.2, 7.3.8.5, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.2.1, 8.4.4.2.5"
20525,16309,Main/Main10,US,US9736478,2,Decoder,Mitsubishi,20320106,"6.3.2, 7.3.8.5, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.2.1, 8.4.4.2.5"
20526,16310,Main/Main10,US,US9736480,1,Decoder,KTCORP,20320731,"3.12, 3.41, 3.44, 3.104, 7.3.8.5, 7.3.8.11, 7.4.9.5, 7.4.9.11, 8.1, 8.1.1, 8.4.2, 8.4.4.2, 8.4.4.2.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.4.2, 8.6.7"
20527,16311,Main/Main10,US,US9736482,1,Decoder,LGE,20331103,"6.3.1, 6.5.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 8.1.3, 9.3.1"
20528,16312,Main/Main10,US,US9736484,1,Decoder,"ETRI, KUIACF",20270323,"7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3"
20529,16313,Main/Main10,US,US9736491,1,Encoder,JVCKENWOOD,20320529,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, Fig. 8-3"
20530,16314,Main/Main10,US,US9736494,4,Decoder,Docomo,20330629,"6.3, 6.3.1, 6.3.2, 7.3.8.5, 7.3.8.11, 7.4.9.5, 8.1, 8.1.1, 8.4.2, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.6, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig 8-1, Table 8-1"
20531,16315,Main/Main10,US,US9736495,1,Decoder,Canon,20330606,"3.35, 6.4.2, 7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2.1, 9.3.4.2.1, 9.3.4.3.2"
20532,16316,Main/Main10,US,US9743080,1,Decoder,Huawei,20320820,"8.4.3, 9.3.3.7"
20533,16317,Main/Main10,US,US9743082,1,Decoder,DLLC,20320121,"3.41, 3.44, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.4"
20534,16318,Main/Main10,US,US9743083,1,Decoder,LGE,20311216,"7.3.6.1, 7.3.8.3, 7.3.8.5, 7.4.7.1, 7.4.9.3, 7.4.9.5, 8.1.1, 8.5.2, 8.6.7, 8.7.1, 8.7.3.1, 8.7.3.2, 9.1"
20535,16319,Main/Main10,US,US9743085,1,Decoder,SK Telecom,20310418,"3.41, 3.44, 6.3.2, 6.3.3, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.2, 7.4.9.4, 7.4.9.8, 8.1, 8.1.1, 8.4.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.4"
20536,16319,Main/Main10,US,US9743085,4,Encoder,SK Telecom,20310418,"6.3.2, 7.3.8.5, 8.4.4.2.1, 8.4.4.2.4"
20537,16320,Main/Main10,US,US9743089,1,Encoder,JVCKENWOOD,20321212,"3.32, 3.33, 3.41, 3.44, 6.4.2, 7.3.2.3, 7.3.2.3.1, 7.3.8.10, 7.4.3.3.1, 7.4.9.10, 8, 8.1, 8.1.1, 8.6.1"
20538,16321,Main/Main10,US,US9743090,1,Decoder,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.3, 9.3.4"
20539,16321,Main/Main10,US,US9743090,21,Encoder,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.3, 9.3.4"
20540,16321,Main/Main10,US,US9743090,26,Bitstream,GEVC,20320618,"7.3.8.9, 7.4.9.9, 8.5.1, 8.5.3.2, 9.2, 9.3.3, 9.3.4"
20541,16322,Main/Main10,US,US9743101,1,Encoder,JVCKENWOOD,20330325,"3.50, 3.51, 3.63, 3.64, 3.129, 6.3.1, 6.3.2, 7.3.8.10, 7.3.8.11, 7.4.9.11, 9.3.1, 9.3.4.1, 9.3.4.2.1, 9.3.4.2.4, 9.3.4.2.5, 9.3.4.2.6, 9.3.4.2.7, Table 9-43"
20542,16323,Main/Main10,US,US9743102,1,Decoder,Samsung,20310119,"6.3.2, 6.3.3, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.4.9.4, 7.4.9.6, 8.1.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8"
20543,16324,Main/Main10,US,US9743104,1,Encoder,JVCKENWOOD,20321213,"3.63, 3.64, 3.102, 6.3.1, 6.3.2, 7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.5.2, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.4, 8.5.3.2.8, Tables 7-10, 8-7"
20544,16325,Main/Main10,US,US9743109,1,Decoder,Samsung,20310202,"3, 6.3.1, 6.4.1, 6.4.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.4.9.4, 7.4.9.5, 8.5.2, 8.5.3.2.7"
20545,16326,Main/Main10,US,US9743111,1,Decoder,DIAB,20330411,"7.3.8.11, 7.4.3.2.2, 7.4.9.11, 9.3.1, 9.3.3.1, 9.3.3.2, 9.3.3.3, 9.3.3.4, 9.3.3.10, 9.3.4.3.1"
20546,16327,Main/Main10,US,US9743113,1,Decoder,Docomo,20320910,"3.12, 3.40, 3.123, 3.134, 3.135, 7.3.6.1, 7.3.7, 7.4.7.1, 7.4.8, 8.1.1, 8.1.2, 8.1.3, 8.3.2, 8.5.1, C.1, C.3, C.3.1, Fig. C.2"
20547,16328,Main/Main10,US,US9749630,1,Decoder,Sun Patent,20330419,"0.7, 3.32, 3.33, 3.34, 3.35, 3.111, 3.112, 7.3.8.4, 7.4.3.2, 7.4.3.2.1, 7.4.9.10, 8.6.3"
20548,16328,Main/Main10,US,US9749630,2,Encoder,Sun Patent,20330419,"0.7, 3.33, 3.111, 7.3.2.3.1, 7.3.8.4, 7.3.8.10, 7.4.3.2.1, 7.4.3.3.1, 7.9.4.1, 7.4.9.10, 8.4.1, 8.6.1"
20549,16329,Main/Main10,US,US9749632,1,Decoder,IntDiscovery,20320305,"7.3.2.3, 7.3.6.1, 7.4.3.3, 7.4.3.3.1, 7.4.7.1, 8, 8.1, 8.1.1, 8.6.1, 8.6.2, 8.6.3, Table 8-10"
20550,16330,Main/Main10,US,US9749634,1,Encoder,NEC,20320614,"7.2, 7.3.8.10, 7.4.7.1, 7.4.9.10, 8.6.1, 9.3.1, 9.3.3.2, 9.3.3.3, 9.3.3.9, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.4"
20551,16330,Main/Main10,US,US9749634,2,Decoder,NEC,20320614,"9.3, 9.3.1, 7.4.9.10, 7.2, 7.3.8.10, 8.6, 8.6.1, 9.3.3.9, 9.3.3.2, 9.3.4.2, 9.3.4.2.1, 9.3.4.3.2, 9.3.4.3.2.1, 9.3.4.3.4, 9.3.2.2"
20552,16331,Main/Main10,US,US9749635,1,Encoder,HFI,20321214,"7.4.3.2.2, 7.4.9.11, 8.6.3, A.3.2, A.3.3"
20553,16332,Main/Main10,US,US9749639,1,Decoder,KTCORP,20320513,"3.41, 3.44, 7.3.8.11, 7.4.9.10, 8.1, 8.1.1, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.6, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20554,16333,Main/Main10,US,US9749640,1,Decoder,KTCORP,20320513,"3.41, 3.44, 8.1, 8.1.1, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.6, 8.6.7"
20555,16334,Main/Main10,US,US9749643,6,Decoder,SK Telecom,20311001,"3.12, 3.25, 3.34, 3.35, 3.41, 3.44, 3.104, 3.111, 3.168, 6.3.1, 6.3.2, 6.3.3, 7.3.2.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.4.3.2, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 8.1, 8.1.1, 8.4.1"
20556,16335,Main/Main10,US,US9749652,1,Decoder,LGE,20291006,"6.3.1, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.8, 8.4.4.1, 8.6.2"
20557,16336,Main/Main10,US,US9749653,1,Encoder,SK Telecom,20300831,"3.12, 3.41, 3.44, 3.50, 3.51, 3.64, 7.3.8.5, 7.3.8.11, 7.4.9.5, 7.4.9.11, 8.1, 8.1.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.3, 8.5.3.3.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20558,16337,Main/Main10,US,US9749656,1,Decoder,DIAB,20330411,"7.3.8.11, 7.4.3.2.2, 7.4.9.11, 9.3.1, 9.3.3.1, 9.3.3.2, 9.3.3.3, 9.3.3.4, 9.3.3.10, 9.3.4.3.1"
20559,16338,Main/Main10,US,US9749660,1,Encoder,Philips,20300824,"7.3.8.11, 7.4.9.11, 8.4.1, 8.5.1, 8.5.4, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
20560,16338,Main/Main10,US,US9749660,12,Encoder,Philips,20300824,"7.3.8.11, 7.4.9.11, 8.5"
20561,16338,Main/Main10,US,US9749660,15,Decoder,Philips,20300824,"7.3.8.11, 7.4.9.11, 8.4.1, 8.5.1, 8.5.4, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
20562,16339,Main/Main10,US,US9756329,1,Decoder,Huawei,20340205,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.9.8, 8.5.4.2"
20563,16339,Main/Main10,US,US9756329,11,Encoder,Huawei,20340205,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.9.8, 8.5.4.2"
20564,16340,Main/Main10,US,US9756341,1,Decoder,KTCORP,20320513,"3.41, 3.44, 8.1, 8.1.1, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.2, 8.6.7, 8.7.2, 8.7.2.1"
20565,16341,Main/Main10,US,US9756358,1,Decoder,LGE,20290612,"7.3.8.5, 7.4.9.5, 8.4.1, 8.4.2, 8.4.4.2.6"
20566,16342,Main/Main10,US,US9762866,1,Decoder,LGE,20320519,"8.1.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.4"
20567,16343,Main/Main10,US,US9762913,1,Decoder,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20568,16343,Main/Main10,US,US9762913,14,Encoder,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20569,16343,Main/Main10,US,US9762913,27,Bitstream,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20570,16344,Main/Main10,US,US9762917,13,Decoder,Huawei,20270316,"7.3.4, 7.3.8.11, 7.4.5, 8.6.2, 8.6.3, 8.6.4.1, 8.6.4.2"
20571,16345,Main/Main10,US,US9762918,1,Encoder,HFI,20331210,"6.3.1, 6.4.1, 7.3.8.5, 7.4.3.2.1, 7.4.9.5, 8.4.2, 9.3.1"
20572,16346,Main/Main10,US,US9762924,1,Decoder,Samsung,20320702,"3, 7.3.6.1, 7.4.7.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.9"
20573,16347,Main/Main10,US,US9768804,1,Decoder,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20574,16347,Main/Main10,US,US9768804,14,Encoder,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20575,16347,Main/Main10,US,US9768804,27,Bitstream,GEVC,20320618,"7.2, 7.4.2.4.1, 7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20576,16348,Main/Main10,US,US9769474,1,Encoder,Huawei,20340513,"7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2.1"
20577,16348,Main/Main10,US,US9769474,9,Decoder,Huawei,20340513,"7.3.8.5, 7.4.9.5, 8.4.2, 8.4.4.2.1, 9.3.3.1"
20578,16349,Main/Main10,US,US9769482,1,Encoder,Huawei,20280912,"6.3.1, 6.3.3, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 8.1.1, 8.3.2"
20579,16349,Main/Main10,US,US9769482,8,Decoder,Huawei,20280912,"6.3.1, 6.3.3, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 8.1.1, 8.3.2"
20580,16350,Main/Main10,US,US9769484,1,Decoder,Canon,20330702,"7.3.8.11, 7.4.9.11, 8.1.1, 8.1.2, 8.1.3"
20581,16351,Main/Main10,US,US9769487,1,Decoder,LGE,20330702,"7.3.8.6, 7.4.9.6, 8.5.3.2.1, 8.5.3.3.1, 8.6.7, 9.3.3.8, 9.3.4.1"
20582,16352,Main/Main10,US,US9769497,1,Decoder,Huawei,20340119,"6.4.1, 6.4.2, 8.4.1, 8.4.2"
20583,16352,Main/Main10,US,US9769497,11,Encoder,Huawei,20340119,"6.4.1, 6.4.2, 8.4.1, 8.4.2"
20584,16353,Main/Main10,US,US9774863,1,Decoder,Huawei,20311107,"8.4.2, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.4"
20585,16353,Main/Main10,US,US9774863,11,Encoder,Huawei,20311107,"8.4.2, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.4"
20586,16354,Main/Main10,US,US9774886,12,Decoder,Canon,20330626,"3.41, 3.44, 4, 7.3.8.2, 7.3.8.3, 7.3.8.4, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.3, 8.1, 8.1.1, 8.1.2, 8.1.3, 8.7.1, 8.7.3.1, 8.7.3.2"
20587,16355,Main/Main10,US,US9781414,1,Decoder,HFI,20320619,"7.4.9.6, 8.3.1, 8.5.1, 8.5.3.2.7"
20588,16355,Main/Main10,US,US9781414,14,Encoder,HFI,20320619,"7.4.9.6, 8.3.1, 8.5.1, 8.5.3.2.7"
20589,16356,Main/Main10,US,US9781423,1,Decoder,Samsung,20320113,"3, 6.3.2, 7.3.8.5, 7.3.8.8, 7.3.8.11, 7.4.9.10, 7.4.9.11, 8.4.2, 8.4.3, 8.4.4.1, 8.6.2"
20590,16357,Main/Main10,US,US9781437,1,Encoder,Sun Patent,20330905,"A.1, 0.7, 0.8, 3.35, 6.3.3, 7.3.8.10, 7.3.8.11, 8.5.4.2, 8.5.4.3, 8.6.4, 8.6.4.1, 8.6.7"
20591,16358,Main/Main10,US,US9781443,1,Decoder,SK Telecom,20300831,"3.12, 3.41, 3.44, 3.64, 7.3.8.5, 7.3.8.9, 7.3.8.11, 7.4.9.5, 7.4.9.6, 7.4.9.9, 7.4.9.10, 7.4.9.11, 8.1, 8.1.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.3, 8.5.3.3.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 8-3"
20592,16359,Main/Main10,US,US9781444,1,Decoder,JVCKENWOOD,20320304,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 7.3.8.6, 7.4.9.6, 8.1, 8.1.1, 8.5, 8.5.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 9.3.3.6, Table 9-40"
20593,16360,Main/Main10,US,US9781445,1,Decoder,SK Telecom,20300613,"3.12, 3.41, 3.44, 3.63, 3.64, 3.83, 7.3.8.6, 7.3.8.9, 7.4.9.6, 7.4.9.9, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.2.9, Fig. 8-3"
20594,16361,Main/Main10,US,US9781448,1,Decoder,ETRI,20310825,"8.4.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.5"
20595,16361,Main/Main10,US,US9781448,3,Encoder,ETRI,20310825,"8.4.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.5"
20596,16361,Main/Main10,US,US9781448,4,Bitstream,ETRI,20310825,"8.4.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.5"
20597,16362,Main/Main10,US,US9781481,1,Encoder,SK Telecom,20320120,"7.3.8.6, 7.3.8.9, 7.4.9.6, 7.4.9.9, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7"
20598,16362,Main/Main10,US,US9781481,5,Decoder,SK Telecom,20320120,"3.12, 3.41, 3.44, 3.64, 3.83, 7.3.8.6, 7.3.8.9, 7.4.9.6, 7.4.9.9, 8.1, 8.1.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, Fig. 8-3"
20599,16363,Main/Main10,US,US9787983,1,Decoder,Samsung,20310114,"3.12, 3.35, 3.41, 3.44, 6.3.1, 6.3.3, 7.3.2.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1, 8.1.1, 8.5.2, 8.5.3, 8.5.3.1, 8.6.2, 8.6.4, 8.6.4.1, 8.6.7, Table 7-10"
20600,16364,Main/Main10,US,US9787988,1,Decoder,SK Telecom,20310512,"3.41, 3.44, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1, 8.1.1, 8.6.2, 8.5.2, 8.6.7, 8.7.2, 8.7.2.1, 8.7.2.2"
20601,16365,Main/Main10,US,US9787992,1,Decoder,Samsung,20340531,"0.2, 0.3, 3.32, 3.33, 3.34, 3.36, 3.41, 3.44, 3.111, 7.2, 7.3.8.2, 7.3.8.3, 7.4.9.3, 8.7.2.1, 8.7.3, 8.7.3.1, 8.7.3.2, 9.3.4.2, 9.3.4.2.1, Tables 7-8, 7-9, 8-13, 9-4, 9-43"
20602,16366,Main/Main10,US,US9787996,6,Encoder,SK Telecom,20311001,"3.12, 3.25, 3.34, 3.35, 3.41, 3.44, 3.50, 3.51, 3.111, 6.3.1, 6.3.2, 6.3.3, 7.3.2.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.4.3.2, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 8.1, 8.1.1"
20603,16367,Main/Main10,US,US9787997,1,Decoder,SK Telecom,20311120,"3.12, 3.41, 3.44, 3.111, 3.167, 3.168, 6.3.1, 6.3.2, 6.3.3, 7.3.2.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 7.4.9.8, 7.4.9.10, 8.1, 8.1.1"
20604,16368,Main/Main10,US,US9788005,2,Decoder,Docomo,20320925,"3.11, 3.13, 3.66, 3.77, 3.83, 3.106, 3.129, 3.137, 7.2, 7.3.6, 7.3.6.1, 7.3.8.6, 7.3.8.9, 7.4.9.6, 7.4.9.9, 8, 8.1.1, 8.5, 8.5.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.3, 8.5.3.3.1"
20605,16369,Main/Main10,US,US9788009,1,Decoder,GEVC,20311104,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6, 8.5.3.2.2, 8.5.3.3, 8.4.4, 8.5.4, 8.6.2, 8.6.7"
20606,16369,Main/Main10,US,US9788009,7,Encoder,GEVC,20311104,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6, 8.5.3.3, 8.5.4"
20607,16369,Main/Main10,US,US9788009,15,Bitstream,GEVC,20311104,"7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.5, 7.4.9.6, 8.5.3.3, 8.5.4"
